sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.21,1.5,21.0,108.0,0.9914200000000001,8.3,0.59,11.0,8,11.4,1.44,0,0,1,0,0
0.25,11.3,13.0,96.0,0.99645,8.11,0.4,10.8,7,17.2,1.22,0,0,1,0,0
0.44,7.1,49.0,179.0,0.9952799999999999,8.15,0.48,9.2,7,12.8,1.76,0,0,1,0,0
0.33,1.4,17.0,109.0,0.99306,8.27,0.61,9.5,8,13.2,1.76,0,0,0,1,0
0.32,8.8,24.0,110.0,0.9972,8.4,0.4,8.8,8,13.6,1.74,0,0,1,1,0
0.12,3.0,29.0,53.0,0.9967,8.37,0.7,10.3,6,15.0,1.97,0,1,1,0,1
0.29,13.65,52.0,189.0,0.99784,8.0,0.6,9.5,8,13.8,1.51,1,0,0,0,0
0.34,1.3,23.0,111.0,0.98961,8.36,0.37,12.7,8,12.0,1.5,0,0,1,0,0
0.24,12.6,48.0,118.0,0.99726,8.04,0.56,10.0,9,14.2,1.92,0,0,1,0,0
0.28,4.7,39.0,133.0,0.9931,8.41,0.46,10.8,9,12.4,1.2,0,0,1,1,0
0.31,14.5,39.0,193.0,0.9986,8.1,0.5,9.2,8,14.8,1.01,0,0,1,1,0
0.26,1.1,22.0,176.0,0.9930399999999999,8.09,0.54,9.3,7,12.8,1.21,0,0,1,0,0
0.33,2.5,40.0,210.0,0.99316,8.15,0.6,10.0,7,13.2,1.12,1,0,0,0,0
0.23,1.5,38.0,93.0,0.99021,8.36,0.49,12.0,8,11.8,1.26,0,0,1,0,0
0.21,1.7,15.0,72.0,0.9894,8.5,0.45,12.5,8,10.2,1.19,1,0,0,0,0
0.3,9.4,34.0,178.0,0.99554,8.15,0.44,10.4,8,14.6,1.99,1,0,0,0,0
0.35,5.7,12.0,94.0,0.9965,8.48,0.69,10.7,8,14.8,1.93,1,0,0,0,0
0.27,2.3,23.0,144.0,0.99782,8.27,0.55,9.4,5,19.0,1.69,1,1,0,0,1
0.54,1.9,42.0,74.0,0.99451,7.98,0.63,11.8,8,20.0,1.36,0,0,1,0,1
0.2,1.75,8.0,22.0,0.9932200000000001,8.38,0.49,11.7,5,13.8,1.41,1,1,0,0,1
0.33,4.2,49.0,133.0,0.9910700000000001,8.16,0.42,11.3,9,11.6,1.12,0,0,1,1,0
0.24,11.2,41.0,167.0,0.9948,8.12,0.43,11.3,9,15.4,1.81,0,1,1,0,0
0.43,7.1,60.0,221.0,0.9952,8.09,0.45,9.4,8,12.8,1.47,0,0,1,0,0
0.31,5.9,7.0,73.0,0.9915200000000001,8.2,0.43,11.9,8,11.6,1.58,0,0,1,1,0
0.46,1.4,37.0,160.0,0.9924,8.37,0.45,11.1,7,13.6,1.46,0,0,1,1,0
0.34,1.0,32.0,143.0,0.9913799999999999,8.24,0.4,10.1,7,9.8,1.94,1,0,0,0,0
0.49,13.0,37.0,158.0,0.9955,8.14,0.35,11.3,8,15.6,1.64,0,1,1,0,0
0.05,2.3,6.0,18.0,0.99735,8.29,0.63,9.3,5,15.6,1.28,0,1,1,1,1
0.21,16.3,41.0,182.0,0.9986,8.35,0.54,10.4,8,13.2,1.32,1,1,0,0,0
0.25,8.0,54.0,202.0,0.9961,8.22,0.43,9.3,7,13.4,1.76,0,0,1,0,0
0.21,3.2,14.0,136.0,0.9936,8.25,0.44,10.2,7,14.6,1.83,1,0,0,0,0
0.51,5.5,62.0,172.0,0.9942,8.08,0.45,9.1,8,12.8,1.07,1,0,0,0,0
0.32,1.4,22.0,121.0,0.9889,8.15,0.53,12.7,9,13.4,1.44,0,1,1,0,0
0.14,4.4,35.0,168.0,0.9939600000000001,7.93,0.45,9.4,8,13.2,1.87,0,0,1,0,0
0.28,12.2,52.0,139.0,0.9952200000000001,8.03,0.56,10.4,8,13.8,1.4,0,0,1,0,0
0.33,1.7,67.0,164.0,0.9928,8.32,0.56,10.4,8,12.6,1.82,0,0,1,0,0
0.26,1.7,4.0,23.0,0.9971,8.15,0.74,9.2,5,17.6,1.19,0,1,1,1,1
0.47,2.6,14.0,33.0,0.99965,8.36,0.8,10.5,7,20.0,1.01,1,0,0,0,1
0.33,2.1,35.0,138.0,0.98945,8.37,0.42,12.7,8,11.8,1.73,1,0,0,0,0
0.4,1.2,38.0,107.0,0.992,8.21,0.54,10.8,8,15.8,1.72,0,0,1,0,0
0.36,5.0,28.0,156.0,0.991,8.11,0.4,12.4,9,13.6,1.97,0,1,1,0,0
0.32,9.0,41.0,134.0,0.99234,8.25,0.26,12.3,9,12.2,1.87,0,0,1,0,0
0.49,1.5,26.0,126.0,0.99,8.3,0.33,12.2,9,14.2,1.06,1,0,0,0,0
0.42,7.1,62.0,209.0,0.99544,8.2,0.53,9.5,8,12.6,1.14,0,0,1,0,0
0.49,4.8,36.0,158.0,0.9945,8.12,0.45,9.9,8,13.4,1.27,1,0,0,0,0
0.26,1.1,20.0,140.0,0.99271,8.27,0.43,9.7,8,11.6,1.45,1,0,0,0,0
0.27,6.7,44.0,129.0,0.99221,8.36,0.39,11.0,9,10.2,1.61,1,0,0,0,0
0.26,1.9,15.0,134.0,0.9936,8.08,0.38,9.5,7,15.2,1.16,1,0,0,0,0
0.23,5.7,44.0,147.0,0.99382,8.08,0.54,10.0,7,12.6,1.3,0,0,1,1,0
0.02,11.1,20.0,114.0,0.9924799999999999,8.75,0.44,12.4,8,7.6,1.91,1,0,0,0,0
0.19,5.2,19.0,98.0,0.99713,8.16,0.52,9.566666667,6,14.8,1.92,0,1,0,1,1
0.33,12.7,33.0,116.0,0.9954,8.04,0.65,10.4,8,13.8,1.88,1,0,0,0,0
0.15,9.8,19.0,125.0,0.9957,8.36,0.47,10.2,8,12.2,1.75,1,1,0,0,0
0.46,1.8,5.0,13.0,0.9974,8.04,0.79,10.2,6,20.2,1.87,0,0,1,0,1
0.3,8.9,17.0,118.0,0.99456,7.99,0.34,10.5,8,16.8,1.82,0,0,1,0,0
0.32,5.9,39.0,97.0,0.9934,8.31,0.4,11.6,8,14.2,1.54,0,0,1,0,0
0.32,14.5,6.0,79.0,0.9941200000000001,8.14,0.34,12.5,7,13.4,1.91,1,0,0,0,0
0.39,1.6,3.0,10.0,0.99698,8.12,0.59,9.5,6,17.8,1.51,0,0,1,0,1
0.15,2.8,33.0,73.0,0.9955,8.17,0.63,10.2,6,15.2,1.29,1,1,0,0,1
0.24,4.8,45.0,138.0,0.99174,8.23,0.43,11.2,9,12.4,1.9,1,0,0,0,0
0.28,7.7,37.0,132.0,0.9948899999999999,8.06,0.5,9.4,8,12.0,1.66,0,0,1,0,0
0.36,8.1,54.0,180.0,0.9958,8.08,0.42,9.2,7,13.2,1.91,0,0,1,0,0
0.31,1.5,17.0,83.0,0.9907600000000001,8.32,0.44,11.1,9,12.2,1.1,0,0,1,0,0
0.46,9.7,67.0,234.0,0.9984799999999999,8.23,0.5,9.0,7,13.4,1.23,0,1,1,0,0
0.32,7.2,22.0,89.0,0.9966,8.29,0.38,9.2,8,14.0,1.17,0,0,1,1,0
0.26,2.0,5.0,35.0,0.9973799999999999,8.25,0.42,9.6,5,18.6,1.51,0,1,1,1,1
0.26,1.9,15.0,134.0,0.9936,8.08,0.38,9.5,7,15.2,1.94,1,0,0,0,0
0.27,1.3,21.0,100.0,0.9928,8.27,0.46,9.5,7,11.4,1.56,0,0,1,1,0
0.19,1.1,36.0,191.0,0.99297,8.05,0.5,9.5,8,13.0,1.17,0,0,1,0,0
0.36,1.9,38.0,110.0,0.99056,8.05,0.54,11.4,8,13.2,1.75,0,0,1,1,0
0.23,2.1,11.0,119.0,0.9953799999999999,8.36,0.7,10.9,5,13.4,1.8,0,1,1,1,1
0.26,6.3,28.0,113.0,0.9936,8.06,0.58,9.9,8,11.4,1.2,0,0,1,1,0
0.32,3.8,48.0,180.0,0.99011,8.15,0.34,12.0,8,12.0,1.45,0,0,1,0,0
0.23,2.3,23.0,94.0,0.9968600000000001,8.21,0.58,9.5,6,15.8,1.54,1,1,0,0,1
0.42,2.2,28.0,128.0,0.9901,8.13,0.38,11.6,8,12.4,1.21,1,0,0,0,0
0.3,12.8,19.0,171.0,0.99808,8.0,0.52,9.0,9,13.6,1.39,0,0,1,1,0
0.28,4.7,28.0,81.0,0.99036,8.24,0.56,12.7,10,12.6,1.79,0,0,1,0,0
0.17,1.1,7.0,119.0,0.99297,8.13,0.36,9.7,8,14.0,1.15,1,0,0,0,0
0.27,1.1,5.0,110.0,0.9939,8.24,0.52,9.1,6,12.8,1.7,0,1,1,0,0
0.44,3.6,75.0,183.0,0.9942,8.01,0.38,9.1,7,12.8,1.21,0,0,1,0,0
0.22,7.3,23.0,117.0,0.99172,8.2,0.39,11.94,9,12.6,1.46,0,1,1,0,0
0.07,1.4,22.0,108.0,0.9934,8.23,0.52,9.2,7,12.2,1.22,1,0,0,0,0
0.34,1.5,45.0,123.0,0.98949,8.24,0.36,12.6,9,13.4,1.49,0,0,1,0,0
0.2,8.0,35.0,111.0,0.99445,8.11,0.42,10.4,8,12.4,1.56,0,0,1,0,0
0.33,12.6,59.0,173.0,0.998,8.39,0.38,9.9,7,13.8,1.84,0,0,1,0,0
0.0,1.4,40.0,107.0,0.98918,8.26,0.35,12.4,7,11.6,1.35,1,1,0,0,0
0.32,2.2,35.0,104.0,0.9963200000000001,8.33,0.51,9.5,5,14.6,1.32,0,1,1,1,1
0.1,2.9,17.0,40.0,0.99803,8.29,0.55,9.5,5,16.6,1.07,0,1,1,1,1
0.4,7.6,56.0,177.0,0.9928,8.04,0.32,11.5,8,14.4,1.02,0,0,1,0,0
0.35,5.3,30.0,117.0,0.992,8.11,0.42,12.2,8,15.4,1.59,0,0,1,0,0
0.23,4.2,42.0,119.0,0.9924,8.15,0.5,11.0,7,11.8,1.29,1,0,0,0,0
0.29,11.7,49.0,147.0,0.99482,8.22,0.38,10.8,7,12.6,1.4,0,0,1,0,0
0.04,2.0,12.0,67.0,0.99565,8.35,0.6,9.4,4,14.0,1.3,1,0,0,1,1
0.35,2.9,21.0,127.0,0.9976,8.23,0.62,9.4,5,16.4,1.87,1,1,0,0,1
0.02,2.3,24.0,94.0,0.99744,8.55,0.53,9.7,6,14.2,1.19,1,1,0,0,1
0.46,1.0,9.0,72.0,0.9941,7.95,0.49,9.1,8,17.2,1.17,0,0,1,0,0
0.35,2.3,16.0,85.0,0.9906,8.19,0.56,12.4,8,13.6,1.89,0,0,1,0,0
0.28,8.5,52.0,242.0,0.9952,8.22,0.53,10.5,8,13.6,1.36,0,0,1,1,0
0.39,1.2,7.0,11.0,0.99331,8.29,0.52,11.5,6,14.6,1.72,1,0,0,0,1
0.0,5.6,21.0,58.0,0.9997,8.46,0.72,10.2,5,13.6,1.69,0,1,1,1,1
0.27,1.4,38.0,173.0,0.99335,8.03,0.52,9.3,7,14.8,1.46,1,0,0,0,0
0.3,5.6,43.0,160.0,0.9949,8.6,0.41,10.6,8,12.8,1.22,0,0,1,0,0
0.32,8.1,9.0,34.0,0.9911,8.22,0.36,12.7,9,11.8,1.22,1,0,0,0,0
0.52,11.3,8.0,110.0,0.9966,8.07,0.46,9.4,7,13.2,1.03,1,0,0,0,0
0.22,1.8,15.0,24.0,0.9943799999999999,8.4,0.82,11.2,6,13.6,1.12,1,1,0,0,1
0.28,12.1,31.0,149.0,0.99677,8.22,0.49,10.3,7,14.8,1.88,1,0,0,0,0
0.43,7.0,18.0,87.0,0.9962799999999999,8.23,0.64,10.6,7,16.4,1.35,1,0,0,0,0
0.19,6.9,62.0,150.0,0.99508,8.23,0.37,10.0,8,15.0,1.55,0,1,1,0,0
0.25,1.6,50.0,181.0,0.9925,8.2,0.42,11.0,9,14.2,1.7,0,0,1,0,0
0.33,5.8,25.0,136.0,0.995,8.19,0.58,9.5,8,14.0,1.17,0,0,1,0,0
0.42,5.1,37.0,144.0,0.99518,8.5,0.59,10.2,8,14.0,1.87,0,0,1,0,0
0.49,0.9,17.0,51.0,0.9932,8.3,0.7,9.4,8,12.4,1.1,0,0,1,1,0
0.07,7.0,36.0,147.0,0.9944,8.34,0.57,9.7,8,10.8,1.22,1,1,0,0,0
0.38,10.3,28.0,99.0,0.9967,8.12,0.47,10.0,8,15.6,1.78,0,0,1,0,0
0.08,4.4,11.0,32.0,0.99646,8.56,0.63,11.6,6,12.4,1.76,1,1,0,0,1
0.34,8.9,32.0,111.0,0.99455,8.25,0.54,11.0,9,13.4,1.42,0,0,1,0,0
0.3,1.5,21.0,57.0,0.99115,8.44,0.55,11.0,8,11.6,1.66,0,0,1,0,0
0.0,2.1,40.0,54.0,0.995,8.54,0.93,10.7,6,12.0,1.53,1,1,0,0,1
0.01,1.9,8.0,25.0,0.99746,8.69,0.73,10.5,5,13.2,1.81,0,1,1,1,1
0.25,4.5,31.0,109.0,0.9949,8.23,0.36,9.4,7,14.4,1.99,0,0,1,0,0
0.5,1.3,35.0,140.0,0.9904,8.16,0.4,12.0,8,15.6,1.57,0,0,1,1,0
0.29,12.4,62.0,240.0,0.9969,8.04,0.42,9.2,8,14.2,1.55,0,0,1,0,0
0.29,2.6,26.0,72.0,0.99645,8.39,0.68,11.0,5,14.8,1.9,1,0,0,0,1
0.46,1.5,56.0,189.0,0.99308,8.24,0.49,9.6,7,12.0,1.8,1,0,0,0,0
0.38,8.7,49.0,199.0,0.99711,7.98,0.57,9.4,7,15.0,1.91,1,0,0,0,0
0.39,7.6,45.0,215.0,0.9965,8.11,0.53,9.2,8,15.2,1.07,1,0,0,0,0
0.25,2.6,10.0,37.0,0.99685,8.46,0.5,11.0,5,13.8,1.04,1,1,0,0,1
0.24,6.1,19.0,86.0,0.98934,8.04,0.26,13.4,10,12.4,1.66,1,0,0,0,0
0.31,1.8,45.0,142.0,0.9898399999999999,8.35,0.5,12.7,8,11.8,1.56,0,0,1,0,0
0.27,8.8,39.0,184.0,0.9969,8.09,0.63,9.2,8,15.4,1.71,1,0,0,0,0
0.33,1.5,36.0,110.0,0.99008,8.22,0.65,12.0,8,13.0,1.1,0,0,1,0,0
0.24,17.8,42.0,111.0,0.9989600000000001,8.1,0.45,8.9,8,12.0,1.54,0,0,1,0,0
0.02,2.5,17.0,87.0,0.99745,8.48,0.6,9.7,6,14.2,1.63,0,1,1,1,1
0.3,13.7,33.0,168.0,0.99825,7.9,0.44,8.7,9,14.8,1.72,0,0,1,1,0
0.28,11.0,31.0,117.0,0.99815,8.27,0.29,9.2,8,15.4,1.39,1,0,0,0,0
0.31,3.9,39.0,96.0,0.99035,8.24,0.6,12.6,10,13.2,1.33,0,0,1,0,0
0.3,1.1,20.0,57.0,0.9910899999999999,8.02,0.51,11.0,8,16.6,1.78,0,0,1,1,0
0.4,4.2,29.0,118.0,0.9890000000000001,8.57,0.36,12.8,10,7.8,1.23,0,0,1,0,0
0.52,8.1,53.0,202.0,0.9954799999999999,8.18,0.48,9.5,7,13.2,1.91,0,0,1,0,0
0.21,4.0,12.0,88.0,0.99016,8.26,0.54,13.0,8,13.4,1.0,0,1,1,0,0
0.01,1.9,7.0,32.0,0.9966799999999999,8.39,0.54,9.6,5,15.8,1.48,0,1,0,1,1
0.0,1.9,6.0,12.0,0.99672,8.34,0.49,9.7,4,15.0,1.22,0,1,0,1,1
0.13,1.75,17.0,73.0,0.99,8.4,0.51,12.33333333,7,10.2,1.86,1,0,0,0,0
0.29,2.5,20.0,53.0,0.9962,8.42,0.65,11.0,6,14.2,1.31,1,0,0,0,1
0.27,10.7,47.0,154.0,0.9967,8.05,0.38,9.0,7,13.6,1.91,0,0,1,0,0
0.38,14.3,55.0,194.0,0.9979,8.09,0.44,9.0,8,14.4,1.29,0,0,1,0,0
0.28,1.5,46.0,142.0,0.9928,8.23,0.42,10.1,8,12.6,1.55,0,0,1,0,0
0.49,8.2,49.0,188.0,0.9974,8.52,0.58,9.7,8,14.8,1.33,1,0,0,0,0
0.35,11.6,57.0,220.0,0.99775,8.07,0.53,9.3,7,13.6,1.4,1,0,0,0,0
0.26,1.1,38.0,67.0,0.98954,8.14,0.38,11.5,8,12.0,1.3,0,0,1,0,0
0.39,1.1,17.0,67.0,0.9918,8.23,0.53,10.3,8,11.2,1.99,0,0,1,1,0
0.27,10.3,26.0,108.0,0.9938799999999999,8.2,0.36,10.7,8,12.4,1.29,0,0,1,0,0
0.29,13.9,33.0,95.0,0.99702,8.17,0.39,9.4,8,13.2,1.1,0,0,1,1,0
0.3,14.9,33.0,118.0,0.99835,8.04,0.54,9.0,8,13.2,1.47,0,0,1,0,0
0.3,13.7,33.0,168.0,0.99825,7.9,0.44,8.7,9,14.8,1.32,0,0,1,1,0
0.37,1.2,63.0,148.0,0.99185,8.32,0.44,11.2,7,12.0,1.74,0,0,1,1,0
0.06,1.4,27.0,128.0,0.9934,8.26,0.55,9.3,7,12.0,1.85,1,0,0,0,0
0.48,6.6,11.0,73.0,0.9938,7.9,0.38,11.6,7,18.0,1.42,1,0,0,0,0
0.14,3.0,21.0,43.0,0.9964,8.32,0.57,10.5,6,15.2,1.73,0,1,1,0,1
0.38,1.5,12.0,120.0,0.99192,8.18,0.46,10.4,7,14.4,1.17,0,0,1,0,0
0.1,1.6,4.0,11.0,0.99745,8.31,0.65,9.55,5,17.4,1.7,0,1,1,1,1
0.15,2.0,10.0,28.0,0.9960899999999999,8.29,0.51,9.9,6,14.4,1.69,0,1,1,0,1
0.29,1.2,29.0,92.0,0.9903299999999999,8.22,0.53,11.3,8,12.0,1.11,0,0,1,1,0
0.22,4.3,10.0,102.0,0.993,8.0,0.87,11.6,6,13.8,1.68,1,0,0,0,0
0.01,2.1,9.0,25.0,0.9958,8.33,0.56,9.5,6,13.6,1.0,1,1,0,0,1
0.28,1.0,24.0,88.0,0.9909399999999999,8.29,0.55,10.65,9,11.8,1.28,0,0,1,1,0
0.67,10.5,49.0,155.0,0.9975,8.16,0.44,8.7,7,14.2,1.65,1,0,0,0,0
0.6,1.1,42.0,127.0,0.9934,8.09,0.44,9.1,8,13.6,1.43,0,0,1,0,0
0.03,1.8,25.0,99.0,0.995,8.35,0.54,10.1,5,15.0,1.25,0,1,1,1,1
0.3,1.4,17.0,76.0,0.9910399999999999,8.11,0.44,11.0,8,13.4,1.83,0,0,1,0,0
0.32,4.2,37.0,117.0,0.99182,8.24,0.43,11.3,8,12.6,1.03,0,0,1,1,0
0.5,11.6,45.0,153.0,0.9972,8.15,0.43,8.8,7,12.8,1.19,0,0,1,0,0
0.26,1.6,12.0,87.0,0.9923,8.08,0.46,10.5,8,14.0,1.03,0,0,1,0,0
0.66,15.9,26.0,164.0,0.9979,8.14,0.5,8.8,8,12.0,1.36,1,0,0,0,0
0.49,2.4,10.0,28.0,0.9978,8.14,0.61,10.4,5,20.4,1.32,0,0,1,0,1
0.23,6.2,36.0,117.0,0.9945,8.34,0.43,9.6,8,13.4,1.54,0,0,1,1,0
0.49,2.6,5.0,20.0,0.9990000000000001,8.31,0.79,10.7,6,19.6,1.28,1,1,0,0,1
0.26,17.3,17.0,149.0,0.9984,8.0,0.43,9.4,8,13.2,1.74,0,0,1,1,0
0.62,11.8,52.0,152.0,0.9975,8.12,0.46,8.7,8,14.2,1.43,0,1,1,0,0
0.28,8.3,29.0,81.0,0.99151,7.96,0.39,12.5,8,13.4,1.23,1,0,0,0,0
0.23,2.6,18.0,77.0,0.9992200000000001,8.15,0.51,9.4,5,18.4,1.68,0,1,1,0,1
0.48,2.6,8.0,20.0,0.9985200000000001,8.09,0.53,11.0,5,23.0,1.53,0,1,1,0,1
0.49,1.5,20.0,126.0,0.9918,7.98,0.39,10.6,8,14.8,1.39,0,0,1,0,0
0.39,12.1,61.0,248.0,0.9979399999999999,8.31,0.58,9.7,7,13.4,1.88,0,1,1,0,0
0.57,1.1,58.0,140.0,0.9927,8.12,0.39,9.3,9,13.2,1.4,0,0,1,1,0
0.02,0.9,6.0,81.0,0.99234,8.24,0.35,9.5,6,12.4,1.06,1,1,0,0,0
0.26,1.6,10.0,88.0,0.9968,8.11,0.8,9.3,5,15.2,1.87,0,1,1,0,1
0.4,1.5,48.0,143.0,0.9912,8.54,0.52,12.4,9,13.2,1.7,0,0,1,1,0
0.24,1.8,29.0,91.0,0.99251,8.3,0.43,9.9,8,14.0,1.65,0,0,1,0,0
0.58,16.75,43.0,163.0,0.9999,8.15,0.54,9.2,7,15.2,1.73,1,0,0,0,0
0.34,2.0,63.0,123.0,0.9905200000000001,8.44,0.42,11.4,8,12.0,1.81,0,0,1,0,0
0.5,8.7,41.0,191.0,0.9929399999999999,7.96,0.56,11.0,8,13.2,1.73,0,0,1,0,0
0.5,5.8,42.0,111.0,0.9918899999999999,8.18,0.53,11.9,9,12.8,2.0,1,0,0,0,0
0.24,13.1,52.0,204.0,0.998,8.1,0.49,8.8,7,14.2,1.11,1,0,0,0,0
0.3,9.9,64.0,174.0,0.995,8.07,0.5,10.1,8,13.2,1.26,0,0,1,0,0
0.5,10.4,61.0,132.0,0.9954200000000001,7.86,0.46,9.1,8,12.6,1.55,0,0,1,0,0
0.42,9.7,30.0,140.0,0.9962,8.18,0.47,9.1,8,12.8,1.94,0,0,1,0,0
0.27,2.0,5.0,77.0,0.9974700000000001,8.13,0.62,9.1,6,16.4,1.26,0,1,1,1,1
0.34,5.0,18.0,56.0,0.9908399999999999,8.06,0.48,12.4,8,15.2,1.03,0,0,1,0,0
0.35,5.4,53.0,143.0,0.99287,8.1,0.54,11.0,9,13.6,1.53,0,0,1,1,0
0.36,2.0,21.0,63.0,0.9907600000000001,8.13,0.63,12.5,8,14.4,1.41,0,0,1,0,0
0.32,1.4,22.0,121.0,0.9889,8.15,0.53,12.7,9,13.4,1.03,0,1,1,0,0
0.28,6.1,12.0,93.0,0.99054,8.19,0.27,12.8,9,13.2,1.34,1,0,0,0,0
0.38,11.8,51.0,170.0,1.0004,8.34,0.82,8.9,8,16.8,1.87,0,0,1,0,0
0.27,8.6,26.0,111.0,0.9956,7.95,0.52,9.5,7,14.2,1.24,0,0,1,0,0
0.34,2.7,15.0,58.0,0.9947,8.37,0.78,11.8,6,15.4,1.69,0,0,1,1,1
0.49,1.2,11.0,137.0,0.9918,8.06,0.46,11.0,8,16.6,1.16,0,0,1,1,0
0.33,2.5,6.0,23.0,0.9957,8.3,0.58,11.2,5,15.2,1.86,0,1,1,0,1
0.3,1.9,8.0,17.0,0.99774,8.32,0.71,10.5,6,18.2,1.84,1,1,0,0,1
0.22,12.7,42.0,206.0,0.9946,8.32,0.38,12.3,8,11.6,1.07,0,0,1,0,0
0.11,1.9,16.0,63.0,0.9965,8.19,0.82,9.6,5,16.8,1.9,0,1,0,1,1
0.44,1.2,39.0,122.0,0.9905799999999999,8.11,0.75,11.3,9,12.8,1.8,0,0,1,1,0
0.23,2.9,10.0,108.0,0.9924299999999999,8.28,0.5,10.0,7,11.0,1.75,0,0,1,1,0
0.18,1.4,30.0,90.0,0.99164,8.27,0.54,11.2,8,13.6,1.94,0,0,1,1,0
0.28,12.6,19.0,124.0,0.99539,8.2,0.43,10.6,8,12.8,1.34,1,0,0,0,0
0.27,4.7,56.0,140.0,0.9904200000000001,8.16,0.42,12.5,10,12.2,1.39,0,0,1,0,0
0.48,7.4,34.0,149.0,0.99472,8.18,0.53,9.8,7,12.6,1.28,1,0,0,0,0
0.42,14.3,45.0,213.0,0.9991,8.18,0.63,9.2,7,15.4,1.93,1,0,0,0,0
0.26,7.4,28.0,160.0,0.9954,8.13,0.46,9.8,8,14.0,1.53,1,0,0,0,0
0.25,1.9,21.0,49.0,0.9974,8.57,0.62,9.8,6,12.8,1.1,1,0,0,0,1
0.24,4.8,24.0,72.0,0.9908,8.29,0.37,12.6,8,11.2,1.21,0,1,1,0,0
0.44,2.5,17.0,31.0,0.9932799999999999,8.35,0.54,12.4,6,14.2,2.0,0,0,1,1,1
0.51,11.8,62.0,163.0,0.9976,8.19,0.44,8.8,7,13.6,1.11,1,0,0,0,0
0.52,2.8,15.0,75.0,0.9998,8.18,0.64,9.4,5,20.6,1.74,1,0,0,0,1
0.01,2.0,13.0,38.0,0.9974799999999999,8.48,0.65,9.8,5,14.8,1.79,0,1,1,1,1
0.56,9.7,15.0,170.0,0.99605,8.13,0.65,9.9,8,15.0,1.68,1,0,0,0,0
0.54,7.0,58.0,176.0,0.99454,8.19,0.7,10.4,7,12.4,1.34,0,0,1,0,0
0.21,1.9,8.0,62.0,0.997,8.52,0.58,9.3,6,13.4,1.67,0,1,1,1,1
0.41,7.8,52.0,171.0,0.9953700000000001,8.12,0.51,9.6,7,13.8,1.81,0,0,1,0,0
0.26,2.0,23.5,72.0,0.99041,8.16,0.47,11.8,8,13.6,1.46,0,0,1,0,0
0.29,2.1,19.0,66.0,0.99718,8.4,0.64,9.5,5,15.2,1.92,0,1,1,0,1
0.24,2.4,29.0,157.0,0.9931200000000001,8.27,0.56,10.6,8,15.4,1.95,0,0,1,0,0
0.49,1.2,35.0,92.0,0.9911,8.38,0.42,12.2,8,12.6,1.25,0,0,1,0,0
0.41,6.2,25.0,42.0,0.9953,8.24,0.77,12.6,7,17.4,1.86,0,1,1,0,1
0.28,2.7,23.0,111.0,0.99405,8.35,0.64,10.2,6,14.2,1.25,0,0,1,0,0
0.35,5.5,21.0,114.0,0.9938,8.3,0.53,10.7,9,13.6,1.25,0,0,1,0,0
0.32,5.8,20.0,119.0,0.9929600000000001,8.17,0.55,11.2,8,13.8,1.2,0,0,1,0,0
0.26,1.9,23.0,147.0,0.99636,8.26,0.59,9.7,5,15.4,1.84,1,1,0,0,1
0.15,2.0,27.0,87.0,0.9903,8.3,0.59,12.6,9,14.4,1.34,1,0,0,0,0
0.17,12.9,59.0,186.0,0.99754,8.08,0.49,9.4,7,13.8,1.13,0,1,1,0,0
0.7,2.2,25.0,129.0,0.9972,8.08,0.53,9.0,5,16.2,1.8,0,1,1,1,1
0.34,4.7,19.0,127.0,0.9953,8.25,0.42,10.4,7,14.8,1.5,0,1,1,0,0
0.28,3.2,18.0,72.0,1.0001,8.31,0.53,9.7,5,18.8,1.67,0,1,1,1,1
0.42,1.8,30.0,93.0,0.9917,8.09,0.39,11.4,7,16.4,1.69,0,0,1,0,0
0.26,1.2,23.0,103.0,0.9932,8.19,0.54,10.5,8,15.8,1.2,1,0,0,0,0
0.31,13.1,26.0,180.0,0.99884,8.05,0.53,9.1,8,15.0,1.11,0,0,1,0,0
0.15,1.9,20.0,93.0,0.9934,8.38,0.62,9.9,7,11.4,1.36,1,0,0,0,0
0.09,2.5,20.0,49.0,0.9976,8.34,0.86,10.6,7,17.4,1.04,1,1,0,0,1
0.32,1.6,33.0,122.0,0.99044,8.33,0.52,11.9,8,11.4,1.92,0,0,1,0,0
0.49,2.6,21.0,75.0,0.9987,8.35,0.57,9.7,5,18.0,1.08,0,1,1,0,1
0.24,11.2,41.0,167.0,0.9948,8.12,0.43,11.3,9,15.4,1.82,0,1,1,0,0
0.49,3.2,28.0,87.0,0.9919,8.03,0.32,11.3,9,15.6,1.02,0,0,1,0,0
0.33,12.8,60.0,168.0,0.99659,8.1,0.56,9.8,7,13.6,1.26,1,0,0,0,0
0.48,12.8,61.5,182.0,0.99808,8.02,0.34,8.8,7,14.8,1.37,0,0,1,0,0
0.21,1.0,39.0,148.0,0.9927,8.12,0.45,9.4,8,13.8,1.93,1,0,0,0,0
0.57,2.3,5.0,12.0,0.99605,8.36,0.55,11.4,6,15.0,1.81,1,0,0,0,1
0.24,6.0,11.0,77.0,0.9956,8.21,0.56,9.7,7,14.2,1.08,0,1,1,0,0
0.18,1.9,13.0,35.0,0.9972,8.3,0.59,9.0,6,16.2,1.53,1,1,0,0,1
0.3,9.3,35.0,154.0,0.9958100000000001,8.21,0.5,10.4,8,14.6,1.27,0,0,1,0,0
